#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A42217
#Date Time: 2018-10-11 13:50:24.135
#Trigger:Source: Channel 1Type: EdgeCondition: RisingLevel: 0 VHyst.: AutoHoldOff: 0 s
#Channel 1: Range: 3 V/div Offset: -6 V

Time (s),Channel 1 (V)
-0.0030161250000000001,11.967802645526234
-0.0030153750000000003,11.971521888064155
-0.0030146250000000004,11.971521888064155
-0.0030138750000000001,11.967802645526234
-0.0030131250000000002,11.967802645526234
-0.0030123750000000003,4.8194184876435004
-0.0030116250000000004,-0.69993743863016089
-0.0030108750000000001,-0.69249895355432045
-0.0030101250000000002,-0.62555258787175561
-0.0030093750000000003,-0.55860622218919165
-0.0030086250000000004,-0.48422137143082017
-0.0030078750000000001,-0.41355576321030085
-0.0030071250000000002,-0.35032864006565667
-0.0030063750000000004,-0.29454000199685293
-0.0030056250000000001,-0.24618984900386934
-0.0030048750000000002,-0.20155893854884699
-0.0030041250000000003,-0.16064727063172413
-0.0030033750000000004,-0.12345484525252104
-0.0030026250000000001,-0.089981662411238617
-0.0030018750000000002,-0.060227722107876858
-0.0030011250000000003,-0.030473781804515099
-0.0030003750000000004,-0.0081583265770030396
-0.0029996250000000001,0.010437886112607764
-0.0029988750000000002,0.025314856264289531
-0.0029981250000000004,0.040191826415970411
-0.002997375,0.058788039105577831
-0.0029966250000000002,0.073665009257252834
-0.0029958750000000003,0.081103494333093273
-0.0029951250000000004,0.099699707022693929
-0.0029943750000000001,0.11085743463646011
-0.0029936250000000002,0.12201516225021614
-0.0029928750000000003,0.13689213240189702
-0.0029921250000000004,0.13689213240189702
-0.0029913750000000001,0.14061137493981679
-0.0029906250000000002,0.14804986001565723
-0.0029898750000000003,0.15176910255357789
-0.0029891250000000005,0.16292683016733392
-0.0029883750000000001,0.17036531524317944
-0.0029876250000000003,0.17036531524317944
-0.0029868750000000004,0.17780380031901988
-0.0029861250000000001,0.18152304285694135
-0.0029853750000000002,0.18524228539486032
-0.0029846250000000003,0.18524228539486032
-0.0029838750000000004,0.18896152793278009
-0.0029831250000000001,0.19640001300862053
-0.0029823750000000002,0.20383849808446186
-0.0029816250000000003,0.2001192555465412
-0.0029808750000000005,0.20383849808446017
-0.0029801250000000001,0.20755774062238164
-0.0029793750000000003,0.2112769831603023
-0.0029786250000000004,0.2112769831603023
-0.0029778750000000001,0.22243471077406252
-0.0029771250000000002,0.22243471077406252
-0.0029763750000000003,0.22243471077406252
-0.0029756250000000004,0.22615395331198318
-0.0029748750000000001,0.22615395331198318
-0.0029741250000000002,0.22987319584990296
-0.0029733750000000003,0.2373116809257434
-0.0029726250000000004,0.2373116809257434
-0.0029718750000000001,0.2373116809257434
-0.0029711250000000002,0.2373116809257434
-0.0029703750000000004,0.2373116809257434
-0.002969625,0.24103092346366575
-0.0029688750000000002,0.24475016600158472
-0.0029681250000000003,0.24475016600158472
-0.0029673750000000004,0.25218865107742516
-0.0029666250000000001,0.2596271361532656
-0.0029658750000000002,0.2596271361532656
-0.0029651250000000003,0.2596271361532656
-0.0029643750000000004,0.2596271361532656
-0.0029636250000000001,0.26334637869118538
-0.0029628750000000002,0.2596271361532656
-0.0029621250000000003,0.26334637869118538
-0.002961375,0.26334637869118704
-0.0029606250000000001,0.26706562122910604
-0.0029598750000000003,0.26706562122910604
-0.0029591250000000004,0.27450410630494648
-0.0029583750000000001,0.27822334884286626
-0.0029576250000000002,0.27822334884286626
-0.0029568750000000003,0.28566183391870759
-0.0029561250000000004,0.28194259138078859
-0.0029553750000000001,0.28194259138078692
-0.0029546250000000002,0.28194259138078692
-0.0029538750000000003,0.28566183391870759
-0.0029531250000000005,0.28566183391870759
-0.0029523750000000001,0.28938107645662736
-0.0029516250000000003,0.28938107645662736
-0.0029508750000000004,0.28938107645662736
-0.0029501250000000001,0.29310031899454803
-0.0029493750000000002,0.29310031899454803
-0.0029486250000000003,0.2968195615324678
-0.0029478750000000004,0.29310031899454803
-0.0029471250000000001,0.30425804660830824
-0.0029463750000000002,0.30425804660830824
-0.0029456250000000003,0.30797728914622891
-0.0029448750000000004,0.30797728914622891
-0.0029441250000000001,0.30425804660830824
-0.0029433750000000002,0.30425804660830824
-0.0029426250000000004,0.31169653168414868
-0.002941875,0.31169653168414868
-0.0029411250000000002,0.31169653168414868
-0.0029403750000000003,0.31169653168414868
-0.0029396250000000004,0.31541577422206935
-0.0029388750000000001,0.31541577422206935
-0.0029381250000000002,0.31541577422206935
-0.0029373750000000003,0.31913501675998912
-0.0029366250000000004,0.31541577422207101
-0.0029358750000000001,0.31913501675998912
-0.0029351250000000002,0.32285425929790978
-0.0029343750000000004,0.32657350183582956
-0.002933625,0.3265735018358279
-0.0029328750000000002,0.32285425929790978
-0.0029321250000000003,0.32285425929790978
-0.0029313750000000004,0.32285425929790978
-0.0029306250000000001,0.32657350183582956
-0.0029298750000000002,0.32657350183582956
-0.0029291250000000003,0.32657350183582956
-0.0029283750000000004,0.32657350183582956
-0.0029276250000000001,0.33029274437375022
-0.0029268750000000002,0.33401198691167089
-0.0029261250000000003,0.33401198691167089
-0.0029253750000000005,0.32657350183583295
-0.0029246250000000001,0.32657350183582956
-0.0029238750000000003,0.33029274437375022
-0.0029231250000000004,0.33401198691167089
-0.0029223750000000001,0.34145047198750966
-0.0029216250000000002,0.33773122944959066
-0.0029208750000000003,0.33401198691167089
-0.0029201250000000004,0.33029274437375022
-0.0029193750000000001,0.33773122944959066
-0.0029186250000000002,0.33401198691167089
-0.0029178750000000003,0.33401198691167089
-0.0029171250000000004,0.33401198691167089
-0.0029163750000000001,0.33773122944959066
-0.0029156250000000002,0.34145047198751133
-0.0029148750000000004,0.34145047198751133
-0.002914125,0.34516971452542944
-0.0029133750000000002,0.34145047198751133
-0.0029126250000000003,0.34145047198751133
-0.0029118750000000004,0.3451697145254311
-0.0029111250000000001,0.3451697145254311
-0.0029103750000000002,0.34145047198751133
-0.0029096250000000003,0.3451697145254311
-0.0029088750000000004,0.3488889570633501
-0.0029081250000000001,0.34888895706335177
-0.0029073750000000002,0.3451697145254311
-0.0029066250000000004,0.3451697145254311
-0.002905875,0.34888895706335177
-0.0029051250000000002,0.34888895706335177
-0.0029043750000000003,0.3451697145254311
-0.0029036250000000004,0.34888895706335177
-0.0029028750000000001,0.34888895706335177
-0.0029021250000000002,0.34888895706335177
-0.0029013750000000003,0.34888895706335177
-0.0029006250000000004,0.34516971452543277
-0.0028998750000000001,0.3451697145254311
-0.0028991250000000002,0.3451697145254311
-0.0028983750000000003,0.3451697145254311
-0.002897625,0.3451697145254311
-0.0028968750000000001,0.3451697145254311
-0.0028961250000000003,0.3451697145254311
-0.0028953750000000004,0.35260819960127154
-0.0028946250000000001,0.35260819960127321
-0.0028938750000000002,0.35632744213919221
-0.0028931250000000003,0.35260819960127154
-0.0028923750000000004,0.35260819960127154
-0.0028916250000000001,0.35260819960127154
-0.0028908750000000002,0.35260819960127154
-0.0028901250000000003,0.35260819960127154
-0.0028893750000000004,0.34516971452543449
-0.0028886250000000001,0.34888895706335177
-0.0028878750000000003,0.36004668467711198
-0.0028871250000000004,0.36004668467711198
-0.0028863750000000001,0.36004668467711032
-0.0028856250000000002,0.35632744213919221
-0.0028848750000000003,0.36004668467711198
-0.0028841250000000004,0.35632744213919221
-0.0028833750000000001,0.35260819960127154
-0.0028826250000000002,0.35632744213919221
-0.0028818750000000003,0.35632744213919221
-0.0028811250000000004,0.35632744213919221
-0.0028803750000000001,0.35632744213919221
-0.0028796250000000002,0.35260819960127154
-0.0028788750000000004,0.35632744213919221
-0.002878125,0.35260819960127321
-0.0028773750000000002,0.35632744213919221
-0.0028766250000000003,0.35260819960127154
-0.0028758750000000004,0.35260819960127154
-0.0028751250000000001,0.35632744213919221
-0.0028743750000000002,0.36004668467711198
-0.0028736250000000003,0.35632744213919221
-0.0028728750000000004,0.35632744213919221
-0.0028721250000000001,0.35632744213919221
-0.0028713750000000002,0.35632744213919221
-0.0028706250000000003,0.35632744213919221
-0.002869875,0.36004668467711032
-0.0028691250000000001,0.35632744213919221
-0.0028683750000000003,0.35632744213919221
-0.0028676250000000004,0.36376592721503265
-0.0028668750000000001,0.36004668467711198
-0.0028661250000000002,0.36004668467711198
-0.0028653750000000003,0.35632744213919221
-0.0028646250000000004,0.35260819960127321
-0.0028638750000000001,0.35260819960127154
-0.0028631250000000002,0.36004668467711198
-0.0028623750000000003,0.36004668467711198
-0.0028616250000000005,0.36004668467711198
-0.0028608750000000001,0.36004668467711198
-0.0028601250000000003,0.36004668467711198
-0.0028593750000000004,0.36004668467711198
-0.0028586250000000001,0.36004668467711198
-0.0028578750000000002,0.36004668467711198
-0.0028571250000000003,0.36004668467711198
-0.0028563750000000004,0.36004668467711198
-0.0028556250000000001,0.36004668467711198
-0.0028548750000000002,0.35632744213919221
-0.0028541250000000003,0.35632744213919221
-0.0028533750000000004,0.36004668467711032
-0.0028526250000000001,0.36004668467711198
-0.0028518750000000002,0.36004668467711198
-0.0028511250000000004,0.36376592721503265
-0.002850375,0.36004668467711032
-0.0028496250000000002,0.35632744213919221
-0.0028488750000000003,0.36004668467711198
-0.0028481250000000004,0.36004668467711198
-0.0028473750000000001,0.36004668467711198
-0.0028466250000000002,0.36748516975295242
-0.0028458750000000003,0.37120441229087309
-0.0028451250000000004,0.36376592721503603
-0.0028443750000000001,0.35632744213919221
-0.0028436250000000002,0.36004668467711198
-0.0028428750000000003,0.36376592721503265
-0.002842125,0.36004668467711365
-0.0028413750000000002,0.36376592721503265
-0.0028406250000000003,0.36376592721503265
-0.0028398750000000004,0.36004668467711198
-0.0028391250000000001,0.36004668467711198
-0.0028383750000000002,0.36004668467711198
-0.0028376250000000003,0.36004668467711198
-0.0028368750000000004,0.36004668467711198
-0.0028361250000000001,0.36376592721503265
-0.0028353750000000002,0.36376592721503265
-0.0028346250000000003,0.36376592721503265
-0.002833875,0.36004668467711365
-0.0028331250000000001,0.36376592721503265
-0.0028323750000000003,0.35632744213919221
-0.0028316250000000004,0.36004668467711198
-0.0028308750000000001,0.36748516975294904
-0.0028301250000000002,0.36004668467711198
-0.0028293750000000003,0.36004668467711198
-0.0028286250000000004,0.36004668467711198
-0.0028278750000000001,0.35632744213919221
-0.0028271250000000002,0.36004668467711198
-0.0028263750000000003,0.36376592721503265
-0.0028256250000000004,0.36376592721503265
-0.0028248750000000001,0.36376592721503265
-0.0028241250000000002,0.36004668467711198
-0.0028233750000000004,0.36376592721503265
-0.002822625,0.36004668467711198
-0.0028218750000000002,0.36004668467711198
-0.0028211250000000003,0.36376592721503265
-0.0028203750000000004,0.36376592721503265
-0.0028196250000000001,0.36004668467711198
-0.0028188750000000002,0.36376592721503265
-0.0028181250000000003,0.36376592721503265
-0.0028173750000000004,0.36376592721503265
-0.0028166250000000001,0.36004668467711198
-0.0028158750000000002,0.36376592721503265
-0.0028151250000000004,0.36748516975295242
-0.002814375,0.36376592721503098
-0.0028136250000000002,0.36004668467711198
-0.0028128750000000003,0.36004668467711198
-0.0028121250000000004,0.36376592721503265
-0.0028113750000000001,0.36376592721503265
-0.0028106250000000002,0.36376592721503265
-0.0028098750000000003,0.36748516975295242
-0.0028091250000000004,0.36376592721503431
-0.0028083750000000001,0.36376592721503265
-0.0028076250000000002,0.36748516975295242
-0.0028068750000000003,0.36748516975295242
-0.002806125,0.36376592721503098
-0.0028053750000000001,0.36004668467711198
-0.0028046250000000003,0.36004668467711198
-0.0028038750000000004,0.36376592721503265
-0.0028031250000000001,0.36748516975295242
-0.0028023750000000002,0.36748516975295242
-0.0028016250000000003,0.36376592721503265
-0.0028008750000000004,0.36376592721503265
-0.0028001250000000001,0.36376592721503265
-0.0027993750000000002,0.36376592721503265
-0.0027986250000000003,0.36004668467711198
-0.0027978750000000004,0.36376592721503098
-0.0027971250000000001,0.36376592721503265
-0.0027963750000000002,0.36376592721503265
-0.0027956250000000004,0.35632744213919221
-0.0027948750000000001,0.35260819960127493
-0.0027941250000000002,0.36004668467711198
-0.0027933750000000003,0.36004668467711198
-0.0027926250000000004,0.36004668467711198
-0.0027918750000000001,0.36004668467711198
-0.0027911250000000002,0.36376592721503265
-0.0027903750000000003,0.36376592721503265
-0.0027896250000000004,0.36004668467711365
-0.0027888750000000001,0.36004668467711198
-0.0027881250000000002,0.36004668467711198
-0.0027873750000000004,0.36748516975295242
-0.002786625,0.36748516975295076
-0.0027858750000000002,0.36376592721503265
-0.0027851250000000003,0.36376592721503265
-0.0027843750000000004,0.36376592721503265
-0.0027836250000000001,0.36376592721503265
-0.0027828750000000002,0.37120441229087309
-0.0027821250000000003,0.36748516975295242
-0.0027813750000000004,0.36748516975295242
-0.0027806250000000001,0.36748516975295242
-0.0027798750000000002,0.37120441229087309
-0.0027791250000000003,0.36748516975295242
-0.002778375,0.36004668467711198
-0.0027776250000000001,0.36004668467711198
-0.0027768750000000003,0.36004668467711198
-0.0027761250000000004,0.36004668467711198
-0.0027753750000000001,0.36004668467711198
-0.0027746250000000002,0.36004668467711198
-0.0027738750000000003,0.36376592721503265
-0.0027731250000000004,0.36004668467711365
-0.0027723750000000001,0.36004668467711198
-0.0027716250000000002,0.36376592721503265
-0.0027708750000000003,0.36004668467711198
-0.0027701250000000005,0.36004668467711198
-0.0027693750000000001,0.36004668467711198
-0.0027686250000000003,0.36004668467711198
-0.0027678750000000004,0.36376592721503265
-0.0027671250000000001,0.36376592721503431
-0.0027663750000000002,0.36748516975295242
-0.0027656250000000003,0.36376592721503265
-0.0027648750000000004,0.36004668467711365
-0.0027641250000000001,0.36004668467711198
-0.0027633750000000002,0.36004668467711198
-0.0027626250000000003,0.36376592721503265
-0.0027618750000000004,0.36748516975295076
-0.0027611250000000001,0.37120441229087309
-0.0027603750000000002,0.37120441229087309
-0.0027596250000000004,0.36748516975295242
-0.002758875,0.36748516975295242
-0.0027581250000000002,0.36748516975295242
-0.0027573750000000003,0.36376592721503265
-0.0027566250000000004,0.36376592721503265
-0.0027558750000000001,0.36004668467711198
-0.0027551250000000002,0.35632744213919221
-0.0027543750000000003,0.36004668467711198
-0.0027536250000000004,0.36004668467711198
-0.0027528750000000001,0.36376592721503265
-0.0027521250000000002,0.36376592721503265
-0.0027513750000000003,0.36376592721503265
-0.002750625,0.36376592721503265
-0.0027498750000000001,0.36376592721503265
-0.0027491250000000003,0.36004668467711198
-0.0027483750000000004,0.36004668467711198
-0.0027476250000000001,0.36376592721503265
-0.0027468750000000002,0.36004668467711198
-0.0027461250000000003,0.36004668467711198
-0.0027453750000000004,0.36004668467711198
-0.0027446250000000001,0.36004668467711198
-0.0027438750000000002,0.36004668467711198
-0.0027431250000000003,0.35632744213919221
-0.002742375,0.36004668467711365
-0.0027416250000000001,0.36376592721503265
-0.0027408750000000003,0.36376592721503265
-0.0027401250000000004,0.36376592721503265
-0.0027393750000000001,0.36004668467711032
-0.0027386250000000002,0.35632744213919221
-0.0027378750000000003,0.36004668467711198
-0.0027371250000000004,0.36004668467711198
-0.0027363750000000001,0.35632744213919221
-0.0027356250000000002,0.36004668467711198
-0.0027348750000000003,0.36376592721503265
-0.0027341250000000004,0.36748516975295076
-0.0027333750000000001,0.36376592721503265
-0.0027326250000000002,0.36004668467711198
-0.0027318750000000004,0.36004668467711198
-0.002731125,0.36376592721503098
-0.0027303750000000002,0.36004668467711198
-0.0027296250000000003,0.36004668467711198
-0.0027288750000000004,0.36004668467711198
-0.0027281250000000001,0.36004668467711198
-0.0027273750000000002,0.36004668467711198
-0.0027266250000000003,0.36004668467711198
-0.0027258750000000004,0.36376592721503098
-0.0027251250000000001,0.36376592721503265
-0.0027243750000000002,0.36376592721503265
-0.0027236250000000004,0.36376592721503265
-0.002722875,0.36004668467711365
-0.0027221250000000002,0.36376592721503265
-0.0027213750000000003,0.36004668467711198
-0.0027206250000000004,0.35632744213919221
-0.0027198750000000001,0.35632744213919221
-0.0027191250000000002,0.35632744213919221
-0.0027183750000000003,0.36376592721503265
-0.0027176250000000004,0.36748516975295076
-0.0027168750000000001,0.36376592721503265
-0.0027161250000000002,0.36004668467711198
-0.0027153750000000003,0.36004668467711198
-0.002714625,0.35632744213919054
-0.0027138750000000001,0.35260819960127154
-0.0027131250000000003,0.35260819960127154
-0.0027123750000000004,0.36004668467711198
-0.0027116250000000001,0.36376592721503265
-0.0027108750000000002,0.36376592721503265
-0.0027101250000000003,0.36376592721503265
-0.0027093750000000004,0.36004668467711365
-0.0027086250000000001,0.35632744213919221
-0.0027078750000000002,0.35632744213919221
-0.0027071250000000003,0.36376592721503265
-0.0027063750000000004,0.36376592721503265
-0.0027056250000000001,0.36376592721503265
-0.0027048750000000002,0.36376592721503265
-0.0027041250000000004,0.36376592721503265
-0.002703375,0.36376592721503265
-0.0027026250000000002,0.36376592721503265
-0.0027018750000000003,0.36748516975295242
-0.0027011250000000004,0.36004668467711198
-0.0027003750000000001,0.35632744213919221
-0.0026996250000000002,0.35260819960127154
-0.0026988750000000003,0.35632744213919221
-0.0026981250000000004,0.36004668467711032
-0.0026973750000000001,0.36376592721503265
-0.0026966250000000002,0.36376592721503265
-0.0026958750000000004,0.36376592721503265
-0.002695125,0.36376592721503265
-0.0026943750000000002,0.36376592721503265
-0.0026936250000000003,0.36004668467711198
-0.0026928750000000004,0.35632744213919221
-0.0026921250000000001,0.35632744213919221
-0.0026913750000000002,0.36004668467711198
-0.0026906250000000003,0.35632744213919221
-0.0026898750000000004,0.36004668467711032
-0.0026891250000000001,0.35632744213919221
-0.0026883750000000002,0.36376592721503265
-0.0026876250000000003,0.36376592721503265
-0.002686875,0.36004668467711032
-0.0026861250000000001,0.35632744213919221
-0.0026853750000000003,0.35632744213919221
-0.0026846250000000004,0.35632744213919221
-0.0026838750000000001,0.35260819960127154
-0.0026831250000000002,0.36376592721503265
-0.0026823750000000003,0.36004668467711198
-0.0026816250000000004,0.36004668467711198
-0.0026808750000000001,0.36004668467711198
-0.0026801250000000002,0.36004668467711198
-0.0026793750000000003,0.36004668467711198
-0.002678625,0.36004668467711365
-0.0026778750000000001,0.36376592721503265
-0.0026771250000000003,0.36376592721503265
-0.0026763750000000004,0.36748516975295242
-0.0026756250000000001,0.36748516975295076
-0.0026748750000000002,0.36376592721503265
-0.0026741250000000003,0.35632744213919221
-0.0026733750000000004,0.35632744213919221
-0.0026726250000000001,0.35632744213919221
-0.0026718750000000002,0.36004668467711198
-0.0026711250000000003,0.35632744213919221
-0.0026703750000000004,0.36004668467711032
-0.0026696250000000001,0.36376592721503265
-0.0026688750000000002,0.35632744213919221
-0.0026681250000000004,0.35632744213919221
-0.002667375,0.36004668467711365
-0.0026666250000000002,0.36376592721503265
-0.0026658750000000003,0.36376592721503265
-0.0026651250000000004,0.36376592721503265
-0.0026643750000000001,0.36376592721503265
-0.0026636250000000002,0.36748516975295242
-0.0026628750000000003,0.36376592721503265
-0.0026621250000000004,0.36376592721503265
-0.0026613750000000001,0.36376592721503265
-0.0026606250000000002,0.36748516975295242
-0.0026598750000000003,0.36376592721503265
-0.002659125,0.36004668467711365
-0.0026583750000000001,0.36376592721503265
-0.0026576250000000003,0.36004668467711198
-0.0026568750000000004,0.36004668467711198
-0.0026561250000000001,0.36004668467711198
-0.0026553750000000002,0.35632744213919221
-0.0026546250000000003,0.36004668467711198
-0.0026538750000000004,0.36004668467711198
-0.0026531250000000001,0.36004668467711198
-0.0026523750000000002,0.36004668467711198
-0.0026516250000000003,0.35632744213919221
-0.002650875,0.35632744213919221
-0.0026501250000000001,0.35632744213919221
-0.0026493750000000003,0.35632744213919221
-0.0026486250000000004,0.36004668467711198
-0.0026478750000000001,0.36376592721503431
-0.0026471250000000002,0.36748516975295242
-0.0026463750000000003,0.36376592721503265
-0.0026456250000000004,0.36004668467711365
-0.0026448750000000001,0.36004668467711198
-0.0026441250000000002,0.36376592721503265
-0.0026433750000000003,0.36376592721503265
-0.0026426250000000004,0.36748516975295076
-0.0026418750000000001,0.36004668467711198
-0.0026411250000000002,0.36004668467711198
-0.0026403750000000004,0.36004668467711198
-0.002639625,0.36004668467711032
-0.0026388750000000002,0.35632744213919221
-0.0026381250000000003,0.36376592721503265
-0.0026373750000000004,0.36376592721503265
-0.0026366250000000001,0.36004668467711198
-0.0026358750000000002,0.35632744213919221
-0.0026351250000000003,0.35632744213919221
-0.0026343750000000004,0.36004668467711032
-0.0026336250000000001,0.36004668467711198
-0.0026328750000000002,0.36004668467711198
-0.0026321250000000003,0.36004668467711198
-0.002631375,0.36376592721503265
-0.0026306250000000002,0.36376592721503265
-0.0026298750000000003,0.35632744213919221
-0.0026291250000000004,0.36004668467711198
-0.0026283750000000001,0.36004668467711198
-0.0026276250000000002,0.35632744213919221
-0.0026268750000000003,0.36004668467711198
-0.0026261250000000004,0.36376592721503098
-0.0026253750000000001,0.36376592721503265
-0.0026246250000000002,0.35632744213919221
-0.0026238750000000003,0.35260819960127154
-0.002623125,0.35632744213919559
-0.0026223750000000001,0.36376592721503265
-0.0026216250000000003,0.36376592721503265
-0.0026208750000000004,0.36004668467711198
-0.0026201250000000001,0.35632744213919221
-0.0026193750000000002,0.36376592721503265
-0.0026186250000000003,0.36376592721503265
-0.0026178750000000004,0.36004668467711365
-0.0026171250000000001,0.36004668467711198
-0.0026163750000000002,0.36376592721503265
-0.0026156250000000003,0.36004668467711198
-0.002614875,0.36376592721503431
-0.0026141250000000001,0.36748516975295242
-0.0026133750000000002,0.36376592721503265
-0.0026126250000000004,0.36004668467711198
-0.002611875,0.36376592721503265
-0.0026111250000000002,0.36376592721503265
-0.0026103750000000003,0.36004668467711198
-0.0026096250000000004,0.36376592721503098
-0.0026088750000000001,0.36004668467711198
-0.0026081250000000002,0.36376592721503265
-0.0026073750000000003,0.36376592721503265
-0.0026066250000000004,0.36004668467711365
-0.0026058750000000001,0.36004668467711198
-0.0026051250000000002,0.36376592721503265
-0.0026043750000000004,0.36376592721503265
-0.002603625,0.36376592721502926
-0.0026028750000000002,0.35632744213919221
-0.0026021250000000003,0.36004668467711198
-0.0026013750000000004,0.36004668467711198
-0.0026006250000000001,0.35260819960127154
-0.0025998750000000002,0.36004668467711198
-0.0025991250000000003,0.36004668467711198
-0.0025983750000000004,0.35632744213919387
-0.0025976250000000001,0.36376592721503265
-0.0025968750000000002,0.36004668467711198
-0.0025961250000000003,0.36004668467711198
-0.002595375,0.35632744213919387
-0.0025946250000000001,0.36004668467711198
-0.0025938750000000003,0.36004668467711198
-0.0025931250000000004,0.36004668467711198
-0.0025923750000000001,0.36376592721503265
-0.0025916250000000002,0.36004668467711198
-0.0025908750000000003,0.36004668467711198
-0.0025901250000000004,0.36004668467711198
-0.0025893750000000001,0.35632744213919221
-0.0025886250000000002,0.36004668467711198
-0.0025878750000000003,0.36376592721503265
-0.002587125,0.36004668467711537
-0.0025863750000000001,0.36748516975295242
-0.0025856250000000002,0.36376592721503265
-0.0025848750000000004,0.36376592721503265
-0.0025841250000000001,0.36376592721503265
-0.0025833750000000002,0.36376592721503265
-0.0025826250000000003,0.36376592721503265
-0.0025818750000000004,0.36376592721503265
-0.0025811250000000001,0.36004668467711198
-0.0025803750000000002,0.35632744213919221
-0.0025796250000000003,0.36004668467711198
-0.0025788750000000004,0.36004668467711198
-0.0025781250000000001,0.36004668467711198
-0.0025773750000000002,0.36004668467711198
-0.0025766250000000004,0.36004668467711198
-0.002575875,0.36004668467711365
-0.0025751250000000002,0.36376592721503265
-0.0025743750000000003,0.36376592721503265
-0.0025736250000000004,0.36748516975295242
-0.0025728750000000001,0.36376592721503265
-0.0025721250000000002,0.36004668467711198
-0.0025713750000000003,0.36004668467711198
-0.0025706250000000004,0.36004668467711198
-0.0025698750000000001,0.36376592721503265
-0.0025691250000000002,0.36376592721503265
-0.0025683750000000003,0.36376592721503265
-0.002567625,0.36004668467711365
-0.0025668750000000001,0.36376592721503265
-0.0025661250000000003,0.36376592721503265
-0.0025653750000000004,0.36004668467711198
-0.0025646250000000001,0.36376592721503265
-0.0025638750000000002,0.36376592721503265
-0.0025631250000000003,0.36004668467711198
-0.0025623750000000004,0.35632744213919387
-0.0025616250000000001,0.35632744213919221
-0.0025608750000000002,0.35632744213919221
-0.0025601250000000003,0.36004668467711198
-0.002559375,0.36376592721503098
-0.0025586250000000001,0.36004668467711198
-0.0025578750000000003,0.36004668467711198
-0.0025571250000000004,0.36376592721503265
-0.0025563750000000001,0.36376592721503265
-0.0025556250000000002,0.36004668467711198
-0.0025548750000000003,0.35632744213919221
-0.0025541250000000004,0.35632744213919221
-0.0025533750000000001,0.36004668467711198
-0.0025526250000000002,0.36004668467711198
-0.0025518750000000003,0.36004668467711198
-0.002551125,0.35632744213919221
-0.0025503750000000001,0.35632744213919221
-0.0025496250000000002,0.36004668467711198
-0.0025488750000000004,0.36376592721503265
-0.002548125,0.36376592721503098
-0.0025473750000000002,0.36004668467711198
-0.0025466250000000003,0.36004668467711198
-0.0025458750000000004,0.36004668467711198
-0.0025451250000000001,0.36376592721503265
-0.0025443750000000002,0.36376592721503265
-0.0025436250000000003,0.36004668467711198
-0.0025428750000000004,0.35632744213919387
-0.0025421250000000001,0.36004668467711198
-0.0025413750000000002,0.36004668467711198
-0.0025406250000000003,0.36004668467711198
-0.002539875,0.36376592721503265
-0.0025391250000000001,0.36376592721503265
-0.0025383750000000003,0.36376592721503265
-0.0025376250000000004,0.36004668467711198
-0.0025368750000000001,0.35632744213919221
-0.0025361250000000002,0.36376592721503265
-0.0025353750000000003,0.36376592721503265
-0.0025346250000000004,0.36004668467711365
-0.0025338750000000001,0.36376592721503265
-0.0025331250000000002,0.36376592721503265
-0.0025323750000000003,0.36376592721503265
